,prix,Cheval,Carburant,Boite_a_vitesse,Modele,Kilometrage,Age
1693,109000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,5
1694,110000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
1695,54000,8,Essence,Manuelle,Logan,300 000 - 349 999,12
1696,106000,6,Diesel,Manuelle,Logan,95 000 - 99 999,5
1697,93000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,8
1698,126000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,2
1699,128000,6,Diesel,Manuelle,Duster,85 000 - 89 999,6
1700,145000,6,Diesel,Manuelle,Logan,25 000 - 29 999,1
1701,116000,6,Diesel,Manuelle,Logan,30 000 - 34 999,5
1702,57500,6,Essence,Manuelle,Logan,75 000 - 79 999,11
1703,56000,8,Essence,Manuelle,Logan,60 000 - 64 999,12
1704,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1705,97000,6,Diesel,Manuelle,Duster,120 000 - 129 999,11
1706,96000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,9
1707,94000,7,Diesel,Manuelle,Dokker,170 000 - 179 999,8
1708,115000,6,Diesel,Manuelle,Duster,180 000 - 189 999,8
1709,60000,5,Diesel,Manuelle,Logan,0 - 4 999,16
1710,117000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
1711,80000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
1712,84000,7,Diesel,Manuelle,Logan,180 000 - 189 999,9
1713,74000,6,Diesel,Manuelle,Logan,150 000 - 159 999,9
1714,67000,6,Diesel,Manuelle,Logan,180 000 - 189 999,12
1715,50000,8,Essence,Manuelle,Logan,190 000 - 199 999,10
1716,73000,6,Diesel,Manuelle,Logan,160 000 - 169 999,10
1717,93000,6,Diesel,Manuelle,Duster,170 000 - 179 999,10
1718,53500,7,Diesel,Manuelle,Logan,0 - 4 999,12
1719,125000,6,Diesel,Manuelle,Duster,120 000 - 129 999,7
1720,117000,6,Diesel,Manuelle,Duster,110 000 - 119 999,6
1721,118000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,6
1722,143000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,3
1723,92000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,10
1724,110000,6,Diesel,Manuelle,Logan,55 000 - 59 999,4
1725,86000,6,Diesel,Manuelle,Logan,100 000 - 109 999,9
1726,56000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1727,52000,7,Diesel,Manuelle,Logan,200 000 - 249 999,16
1728,112000,6,Essence,Manuelle,Dokker,25 000 - 29 999,5
1729,110000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,6
1730,87000,6,Diesel,Manuelle,Logan,200 000 - 249 999,7
1731,65000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
1732,40000,9,Essence,Automatique,Dokker,5 000 - 9 999,33
1733,132000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,6
1734,55000,6,Diesel,Manuelle,Logan,30 000 - 34 999,17
1735,110000,7,Diesel,Manuelle,Dokker,0 - 4 999,8
1736,130000,7,Diesel,Manuelle,Dokker,100 000 - 109 999,8
1737,85000,7,Diesel,Manuelle,Logan,0 - 4 999,8
1738,58000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
1739,83000,7,Diesel,Manuelle,Logan,0 - 4 999,8
1740,54000,6,Diesel,Manuelle,Logan,100 000 - 109 999,15
1741,113000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,4
1742,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1743,115000,6,Diesel,Manuelle,Duster,120 000 - 129 999,8
1744,50000,8,Essence,Manuelle,Logan,200 000 - 249 999,17
1745,78000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
1746,119000,6,Diesel,Manuelle,Logan,95 000 - 99 999,4
1747,46000,8,Essence,Manuelle,Logan,180 000 - 189 999,15
1748,90000,6,Diesel,Manuelle,Duster,160 000 - 169 999,12
1749,164000,6,Diesel,Manuelle,Dokker,0 - 4 999,1
1750,59000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1751,57000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
1752,108000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,6
1753,107000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,5
1754,55000,6,Diesel,Manuelle,Logan,100 000 - 109 999,15
1755,115000,6,Diesel,Manuelle,Logan,120 000 - 129 999,4
1756,48000,6,Diesel,Manuelle,Logan,15 000 - 19 999,16
1757,162000,6,Diesel,Manuelle,Duster,60 000 - 64 999,3
1758,120000,20,Diesel,Manuelle,Dokker,55 000 - 59 999,4
1759,135000,6,Diesel,Manuelle,Dokker,70 000 - 74 999,5
1760,125000,6,Diesel,Manuelle,Duster,100 000 - 109 999,7
1761,95600,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1762,106000,6,Diesel,Manuelle,Logan,70 000 - 74 999,6
1763,85000,7,Diesel,Manuelle,Dokker,200 000 - 249 999,10
1764,117000,7,Diesel,Manuelle,Logan,35 000 - 39 999,2
1765,98000,6,Diesel,Manuelle,Duster,150 000 - 159 999,11
1766,55000,6,Essence,Manuelle,Logan,40 000 - 44 999,16
1767,35000,8,Essence,Manuelle,Logan,300 000 - 349 999,18
1768,105000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
1769,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1770,115000,6,Diesel,Manuelle,Duster,0 - 4 999,11
1771,100000,6,Diesel,Manuelle,Duster,100 000 - 109 999,8
1772,46000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1773,105000,6,Diesel,Manuelle,Dokker,190 000 - 199 999,8
1774,110000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,5
1775,90000,6,Diesel,Manuelle,Logan,170 000 - 179 999,5
1776,62000,7,Diesel,Manuelle,Logan,5 000 - 9 999,12
1777,57000,6,Diesel,Manuelle,Logan,25 000 - 29 999,15
1778,58000,8,Essence,Manuelle,Logan,190 000 - 199 999,14
1779,130000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,6
1780,88000,6,Diesel,Manuelle,Logan,150 000 - 159 999,9
1781,118000,6,Diesel,Manuelle,Logan,90 000 - 94 999,4
1782,91000,6,Diesel,Manuelle,Duster,180 000 - 189 999,11
1783,119000,6,Diesel,Manuelle,Dokker,75 000 - 79 999,3
1784,95000,7,Diesel,Manuelle,Logan,20 000 - 24 999,4
1785,105000,5,Diesel,Manuelle,Dokker,110 000 - 119 999,7
1786,105000,5,Diesel,Manuelle,Dokker,110 000 - 119 999,7
1787,47500,8,Essence,Manuelle,Logan,130 000 - 139 999,11
1788,48000,8,Essence,Automatique,Logan,130 000 - 139 999,11
1789,66000,6,Diesel,Manuelle,Logan,250 000 - 299 999,17
1790,88000,6,Diesel,Manuelle,Logan,150 000 - 159 999,6
1791,97000,6,Diesel,Manuelle,Dokker,15 000 - 19 999,6
1792,42000,6,Diesel,Manuelle,Logan,5 000 - 9 999,10
1793,88000,6,Diesel,Manuelle,Logan,150 000 - 159 999,6
1794,61500,6,Diesel,Manuelle,Logan,30 000 - 34 999,11
1795,125000,6,Diesel,Manuelle,Logan,40 000 - 44 999,2
1796,97000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
1797,82000,6,Diesel,Manuelle,Logan,120 000 - 129 999,9
1798,109000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
1799,72000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
1800,128000,6,Diesel,Manuelle,Duster,100 000 - 109 999,5
1801,64000,6,Diesel,Manuelle,Logan,180 000 - 189 999,10
1802,52000,4,Diesel,Automatique,Logan,15 000 - 19 999,16
1803,173000,6,Diesel,Automatique,Duster,65 000 - 69 999,4
1804,37000,8,Essence,Automatique,Logan,200 000 - 249 999,14
1805,178000,6,Diesel,Manuelle,Duster,95 000 - 99 999,2
1806,78000,6,Diesel,Manuelle,Logan,95 000 - 99 999,10
1807,54000,6,Diesel,Manuelle,Logan,120 000 - 129 999,12
1808,110000,7,Diesel,Manuelle,Logan,70 000 - 74 999,4
1809,153000,7,Diesel,Manuelle,Duster,80 000 - 84 999,4
1810,113000,7,Diesel,Manuelle,Logan,0 - 4 999,5
1811,68000,6,Diesel,Manuelle,Logan,100 000 - 109 999,8
1812,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,12
1813,90000,6,Diesel,Manuelle,Logan,Plus de 500 000,7
1814,63000,6,Diesel,Manuelle,Logan,350 000 - 399 999,8
1815,87000,6,Diesel,Manuelle,Duster,200 000 - 249 999,12
1816,108000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,6
1817,90000,6,Diesel,Manuelle,Logan,120 000 - 129 999,6
1818,43000,6,Essence,Manuelle,Logan,30 000 - 34 999,16
1819,98000,4,Diesel,Manuelle,Dokker,20 000 - 24 999,10
1820,155000,6,Diesel,Manuelle,Logan,25 000 - 29 999,1
1821,100000,6,Diesel,Manuelle,Duster,140 000 - 149 999,12
1822,61500,6,Diesel,Manuelle,Logan,20 000 - 24 999,11
1823,65000,4,Diesel,Manuelle,Logan,180 000 - 189 999,11
1824,100000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
1825,115000,7,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1826,78000,6,Diesel,Manuelle,Logan,140 000 - 149 999,9
1827,81000,6,Diesel,Manuelle,Logan,130 000 - 139 999,6
1828,107000,7,Diesel,Manuelle,Dokker,130 000 - 139 999,6
1829,118000,6,Diesel,Manuelle,Duster,110 000 - 119 999,8
1830,110000,6,Diesel,Manuelle,Duster,200 000 - 249 999,12
1831,118000,5,Diesel,Manuelle,Dokker,100 000 - 109 999,4
1832,57000,6,Diesel,Manuelle,Logan,250 000 - 299 999,15
1833,62000,6,Diesel,Manuelle,Logan,150 000 - 159 999,10
1834,87000,6,Diesel,Manuelle,Logan,85 000 - 89 999,6
1835,80000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,10
1836,90000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
1837,92000,6,Diesel,Manuelle,Logan,75 000 - 79 999,5
1838,110000,6,Diesel,Manuelle,Dokker,80 000 - 84 999,5
1839,127000,6,Diesel,Manuelle,Duster,160 000 - 169 999,8
1840,112000,5,Diesel,Manuelle,Dokker,100 000 - 109 999,5
1841,82000,6,Diesel,Manuelle,Logan,130 000 - 139 999,7
1842,114000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,6
1843,85000,6,Diesel,Manuelle,Logan,150 000 - 159 999,9
1844,90000,6,Diesel,Manuelle,Dokker,0 - 4 999,7
1845,123000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1846,110000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,4
1847,45000,8,Essence,Manuelle,Logan,150 000 - 159 999,18
1848,165000,6,Diesel,Manuelle,Duster,45 000 - 49 999,4
1849,57000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1850,115000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,5
1851,110000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
1852,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1853,950000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,3
1854,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1855,104000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1856,100000,6,Diesel,Manuelle,Duster,160 000 - 169 999,10
1857,62500,6,Diesel,Manuelle,Logan,35 000 - 39 999,12
1858,130000,6,Diesel,Manuelle,Duster,90 000 - 94 999,6
1859,98000,7,Diesel,Manuelle,Dokker,80 000 - 84 999,4
1860,175000,6,Diesel,Automatique,Duster,55 000 - 59 999,4
1861,74000,6,Diesel,Manuelle,Logan,190 000 - 199 999,8
1862,86000,6,Diesel,Manuelle,Logan,15 000 - 19 999,6
1863,49000,6,Diesel,Manuelle,Logan,300 000 - 349 999,16
1864,103000,6,Diesel,Manuelle,Duster,0 - 4 999,10
1865,122000,6,Diesel,Manuelle,Duster,70 000 - 74 999,9
1866,105000,6,Diesel,Manuelle,Duster,140 000 - 149 999,9
1867,60000,6,Diesel,Manuelle,Logan,20 000 - 24 999,14
1868,65000,6,Diesel,Manuelle,Logan,180 000 - 189 999,10
1869,142000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
1870,55000,6,Diesel,Manuelle,Logan,200 000 - 249 999,17
1871,67000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1872,87000,6,Diesel,Manuelle,Logan,140 000 - 149 999,7
1873,102000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,7
1874,60000,6,Essence,Manuelle,Logan,170 000 - 179 999,14
1875,55000,6,Diesel,Manuelle,Logan,190 000 - 199 999,13
1876,72000,6,Essence,Manuelle,Logan,100 000 - 109 999,7
1877,103000,6,Diesel,Manuelle,Duster,160 000 - 169 999,11
1878,125000,6,Diesel,Manuelle,Duster,140 000 - 149 999,8
1879,135000,7,Diesel,Manuelle,Duster,95 000 - 99 999,5
1880,60000,6,Diesel,Manuelle,Logan,200 000 - 249 999,15
1881,67000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1882,70000,7,Diesel,Manuelle,Logan,5 000 - 9 999,11
1883,112000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,5
1884,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,14
1885,107000,7,Diesel,Manuelle,Logan,65 000 - 69 999,6
1886,115000,7,Diesel,Manuelle,Dokker,80 000 - 84 999,5
1887,110000,7,Diesel,Manuelle,Dokker,190 000 - 199 999,7
1888,95000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,7
1889,108000,7,Diesel,Manuelle,Duster,130 000 - 139 999,10
1890,110000,6,Diesel,Manuelle,Duster,110 000 - 119 999,7
1891,105000,6,Diesel,Manuelle,Duster,150 000 - 159 999,12
1892,87000,6,Diesel,Manuelle,Logan,0 - 4 999,7
1893,100000,6,Diesel,Manuelle,Logan,10 000 - 14 999,6
1894,75000,7,Diesel,Manuelle,Logan,190 000 - 199 999,4
1895,55000,6,Diesel,Manuelle,Logan,30 000 - 34 999,14
1896,71000,6,Diesel,Manuelle,Logan,150 000 - 159 999,8
1897,165000,6,Diesel,Automatique,Duster,130 000 - 139 999,3
1898,68000,6,Diesel,Manuelle,Logan,160 000 - 169 999,9
1899,63000,5,Diesel,Manuelle,Logan,20 000 - 24 999,13
1900,112000,5,Diesel,Manuelle,Dokker,75 000 - 79 999,5
1901,110000,6,Diesel,Manuelle,Duster,150 000 - 159 999,6
1902,62000,6,Diesel,Manuelle,Logan,170 000 - 179 999,14
1903,83000,6,Diesel,Manuelle,Logan,110 000 - 119 999,7
1904,58000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1905,72000,6,Diesel,Manuelle,Logan,55 000 - 59 999,13
1906,112000,6,Diesel,Manuelle,Dokker,95 000 - 99 999,6
1907,90000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,7
1908,112000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,4
1909,125000,6,Diesel,Manuelle,Dokker,0 - 4 999,6
1910,160000,6,Diesel,Manuelle,Duster,10 000 - 14 999,4
1911,155000,6,Diesel,Automatique,Duster,140 000 - 149 999,5
1912,63000,7,Diesel,Manuelle,Logan,0 - 4 999,13
1913,150000,6,Diesel,Manuelle,Duster,75 000 - 79 999,5
1914,170000,6,Diesel,Manuelle,Duster,85 000 - 89 999,2
1915,111000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,2
1916,98000,6,Diesel,Manuelle,Logan,160 000 - 169 999,4
1917,44000,8,Essence,Manuelle,Logan,0 - 4 999,16
1918,155000,4,Diesel,Automatique,Duster,100 000 - 109 999,4
1919,97000,6,Diesel,Manuelle,Logan,120 000 - 129 999,7
1920,73000,6,Diesel,Manuelle,Logan,5 000 - 9 999,11
1921,47000,8,Essence,Manuelle,Logan,20 000 - 24 999,17
1922,54000,8,Essence,Manuelle,Logan,60 000 - 64 999,14
1923,95000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,4
1924,165000,6,Diesel,Manuelle,Duster,40 000 - 44 999,4
1925,47000,8,Essence,Manuelle,Logan,110 000 - 119 999,15
1926,47000,8,Essence,Manuelle,Logan,100 000 - 109 999,15
1927,68000,6,Diesel,Manuelle,Logan,200 000 - 249 999,11
1928,80000,7,Diesel,Manuelle,Logan,0 - 4 999,5
1929,77000,4,Essence,Manuelle,Logan,120 000 - 129 999,5
1930,56000,7,Diesel,Manuelle,Logan,180 000 - 189 999,17
1931,95000,6,Diesel,Manuelle,Dokker,20 000 - 24 999,8
1932,92000,6,Diesel,Manuelle,Logan,100 000 - 109 999,6
1933,125000,6,Diesel,Manuelle,Duster,140 000 - 149 999,8
1934,129500,6,Diesel,Manuelle,Logan,35 000 - 39 999,2
1935,78000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,6
1936,129500,6,Diesel,Manuelle,Logan,35 000 - 39 999,2
1937,115000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,4
1938,48000,6,Diesel,Manuelle,Logan,200 000 - 249 999,7
1939,75000,6,Diesel,Manuelle,Dokker,25 000 - 29 999,8
1940,50000,8,Essence,Manuelle,Logan,160 000 - 169 999,13
1941,148000,6,Diesel,Manuelle,Logan,10 000 - 14 999,1
1942,165000,6,Diesel,Manuelle,Duster,60 000 - 64 999,3
1943,110000,6,Diesel,Manuelle,Logan,80 000 - 84 999,2
1944,51000,5,Diesel,Automatique,Logan,200 000 - 249 999,15
1945,107000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,6
1946,105000,6,Diesel,Manuelle,Dokker,250 000 - 299 999,7
1947,108000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,7
1948,115000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,5
1949,117000,6,Diesel,Manuelle,Dokker,90 000 - 94 999,5
1950,69000,6,Diesel,Manuelle,Logan,200 000 - 249 999,10
1951,69000,7,Diesel,Manuelle,Logan,200 000 - 249 999,10
1952,105000,6,Diesel,Manuelle,Dokker,300 000 - 349 999,7
1953,103000,6,Diesel,Manuelle,Duster,140 000 - 149 999,10
1954,53000,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
1956,88000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
1957,78000,6,Diesel,Manuelle,Logan,140 000 - 149 999,9
1958,105000,6,Diesel,Manuelle,Duster,0 - 4 999,11
1959,44000,7,Essence,Manuelle,Logan,300 000 - 349 999,11
1960,89000,6,Diesel,Manuelle,Logan,110 000 - 119 999,4
1961,117000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,7
1962,127000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
1963,62000,6,Diesel,Manuelle,Logan,200 000 - 249 999,40
1964,130000,6,Essence,Automatique,Logan,0 - 4 999,1
1965,118000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
1966,160000,6,Diesel,Manuelle,Duster,5 000 - 9 999,3
1967,132000,6,Diesel,Manuelle,Dokker,45 000 - 49 999,2
1968,70000,6,Diesel,Manuelle,Logan,180 000 - 189 999,8
1969,134000,6,Diesel,Manuelle,Duster,95 000 - 99 999,6
1970,85000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
1971,45000,6,Diesel,Manuelle,Logan,130 000 - 139 999,12
1972,80000,6,Diesel,Manuelle,Dokker,180 000 - 189 999,9
1973,65000,6,Diesel,Manuelle,Logan,5 000 - 9 999,11
1974,52000,8,Essence,Manuelle,Logan,0 - 4 999,12
1975,110000,6,Diesel,Manuelle,Dokker,35 000 - 39 999,6
1976,139000,7,Diesel,Manuelle,Duster,130 000 - 139 999,4
1977,105000,6,Diesel,Manuelle,Dokker,200 000 - 249 999,7
1978,76000,4,Essence,Manuelle,Logan,190 000 - 199 999,5
1979,95000,6,Diesel,Manuelle,Duster,150 000 - 159 999,11
1980,85000,6,Diesel,Manuelle,Logan,100 000 - 109 999,4
1981,95000,7,Diesel,Manuelle,Dokker,0 - 4 999,10
1982,95000,7,Diesel,Manuelle,Dokker,0 - 4 999,10
1983,75000,7,Essence,Manuelle,Logan,95 000 - 99 999,5
1984,70000,7,Diesel,Manuelle,Logan,10 000 - 14 999,11
1985,115000,6,Diesel,Manuelle,Logan,10 000 - 14 999,2
1986,58000,6,Diesel,Manuelle,Logan,300 000 - 349 999,16
1987,128000,6,Diesel,Manuelle,Dokker,25 000 - 29 999,2
1988,50000,8,Essence,Manuelle,Logan,35 000 - 39 999,15
1989,78000,6,Diesel,Manuelle,Logan,140 000 - 149 999,9
1990,65000,7,Diesel,Manuelle,Logan,25 000 - 29 999,11
1991,102000,6,Diesel,Manuelle,Logan,40 000 - 44 999,4
1992,74000,6,Diesel,Manuelle,Logan,15 000 - 19 999,8
1993,143000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,3
1994,108000,6,Diesel,Manuelle,Dokker,150 000 - 159 999,5
1995,116000,6,Diesel,Manuelle,Duster,70 000 - 74 999,6
1996,50000,6,Essence,Manuelle,Logan,190 000 - 199 999,17
1997,123000,6,Diesel,Manuelle,Duster,95 000 - 99 999,6
1998,51000,7,Diesel,Manuelle,Logan,0 - 4 999,10
1999,43000,6,Diesel,Manuelle,Logan,200 000 - 249 999,13
2000,65000,6,Diesel,Manuelle,Logan,25 000 - 29 999,14
2001,63000,6,Diesel,Manuelle,Logan,0 - 4 999,15
2002,103000,6,Diesel,Manuelle,Dokker,160 000 - 169 999,6
2003,108000,6,Diesel,Manuelle,Logan,65 000 - 69 999,5
2004,107000,4,Diesel,Manuelle,Logan,100 000 - 109 999,5
2005,138000,6,Diesel,Manuelle,Dokker,30 000 - 34 999,2
2006,65000,6,Diesel,Manuelle,Logan,180 000 - 189 999,10
2007,93000,5,Diesel,Manuelle,Dokker,100 000 - 109 999,6
2008,82000,7,Diesel,Manuelle,Dokker,190 000 - 199 999,5
2009,57000,6,Diesel,Manuelle,Logan,180 000 - 189 999,14
2010,97000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
2011,92000,6,Diesel,Manuelle,Dokker,10 000 - 14 999,7
2012,92000,7,Diesel,Manuelle,Logan,85 000 - 89 999,9
2013,63000,6,Diesel,Manuelle,Logan,150 000 - 159 999,14
2014,44000,8,Essence,Manuelle,Logan,20 000 - 24 999,17
2015,100000,7,Diesel,Manuelle,Dokker,120 000 - 129 999,5
2016,53500,6,Diesel,Manuelle,Logan,200 000 - 249 999,16
2017,38000,8,Essence,Manuelle,Logan,5 000 - 9 999,16
2018,45000,8,Essence,Manuelle,Logan,5 000 - 9 999,15
2019,51000,6,Diesel,Manuelle,Logan,0 - 4 999,13
2020,89000,6,Diesel,Manuelle,Dokker,170 000 - 179 999,9
2021,44000,8,Essence,Manuelle,Logan,15 000 - 19 999,16
2022,60000,6,Diesel,Manuelle,Logan,170 000 - 179 999,12
2023,60000,6,Diesel,Manuelle,Logan,300 000 - 349 999,14
2024,66000,6,Diesel,Manuelle,Logan,180 000 - 189 999,14
2025,98000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,8
2026,40000,6,Diesel,Manuelle,Logan,5 000 - 9 999,13
2027,145000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,4
2028,100000,6,Diesel,Manuelle,Duster,160 000 - 169 999,8
2029,123000,6,Diesel,Manuelle,Logan,55 000 - 59 999,2
2030,140000,6,Diesel,Manuelle,Dokker,50 000 - 54 999,5
2031,52500,6,Diesel,Manuelle,Logan,0 - 4 999,15
2032,165000,6,Diesel,Automatique,Duster,140 000 - 149 999,5
2033,102000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,5
2034,125000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,2
2035,165000,6,Diesel,Automatique,Duster,140 000 - 149 999,5
2036,63000,6,Diesel,Automatique,Logan,25 000 - 29 999,12
2037,48000,8,Essence,Manuelle,Logan,150 000 - 159 999,16
2038,110000,6,Diesel,Manuelle,Duster,0 - 4 999,6
2039,85000,7,Diesel,Automatique,Logan,100 000 - 109 999,9
2040,46000,8,Essence,Manuelle,Logan,200 000 - 249 999,16
2041,60000,6,Diesel,Manuelle,Logan,170 000 - 179 999,13
2042,120000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,5
2043,69000,6,Diesel,Manuelle,Logan,0 - 4 999,8
2044,40000,8,Diesel,Manuelle,Logan,5 000 - 9 999,18
2045,81000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
2046,108000,6,Diesel,Manuelle,Duster,180 000 - 189 999,11
2047,120000,7,Diesel,Manuelle,Duster,140 000 - 149 999,9
2048,47000,8,Essence,Manuelle,Logan,400 000 - 449 999,14
2049,112000,6,Diesel,Manuelle,Duster,130 000 - 139 999,7
2050,80000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,10
2051,69000,6,Diesel,Manuelle,Logan,190 000 - 199 999,7
2052,51000,6,Diesel,Manuelle,Logan,15 000 - 19 999,16
2053,90000,6,Diesel,Manuelle,Logan,120 000 - 129 999,5
2054,158000,7,Diesel,Manuelle,Duster,110 000 - 119 999,5
2055,58000,6,Diesel,Manuelle,Dokker,20 000 - 24 999,13
2056,67000,6,Diesel,Manuelle,Logan,130 000 - 139 999,10
2057,100000,8,Diesel,Manuelle,Dokker,120 000 - 129 999,10
2058,65000,6,Diesel,Manuelle,Logan,150 000 - 159 999,12
2059,120000,6,Diesel,Manuelle,Duster,170 000 - 179 999,7
2060,42000,8,Diesel,Manuelle,Logan,160 000 - 169 999,14
2061,109000,6,Diesel,Manuelle,Logan,70 000 - 74 999,4
2062,75000,7,Diesel,Manuelle,Logan,120 000 - 129 999,5
2063,60000,7,Diesel,Manuelle,Logan,0 - 4 999,14
2064,118000,6,Diesel,Manuelle,Duster,100 000 - 109 999,9
2065,45000,6,Diesel,Manuelle,Logan,20 000 - 24 999,11
2066,92000,6,Diesel,Manuelle,Logan,100 000 - 109 999,5
2067,70000,7,Essence,Manuelle,Logan,20 000 - 24 999,8
2068,115000,6,Diesel,Manuelle,Dokker,100 000 - 109 999,4
2069,79000,6,Diesel,Manuelle,Logan,80 000 - 84 999,5
2070,40000,6,Essence,Manuelle,Logan,120 000 - 129 999,17
2071,130000,6,Diesel,Manuelle,Duster,0 - 4 999,7
2072,89000,6,Diesel,Manuelle,Dokker,110 000 - 119 999,6
2073,80000,6,Diesel,Manuelle,Logan,0 - 4 999,8
2074,100000,7,Diesel,Manuelle,Dokker,170 000 - 179 999,7
2075,11800,6,Diesel,Manuelle,Duster,120 000 - 129 999,7
2076,65000,6,Diesel,Manuelle,Logan,160 000 - 169 999,8
2077,139000,6,Diesel,Manuelle,Duster,80 000 - 84 999,5
2078,115000,6,Diesel,Manuelle,Dokker,5 000 - 9 999,4
2079,52000,6,Diesel,Manuelle,Logan,300 000 - 349 999,16
2080,89000,6,Diesel,Manuelle,Logan,100 000 - 109 999,8
2081,105000,5,Diesel,Manuelle,Logan,80 000 - 84 999,4
2082,108000,6,Diesel,Manuelle,Dokker,140 000 - 149 999,5
2083,85000,6,Diesel,Manuelle,Logan,130 000 - 139 999,5
2084,55000,6,Diesel,Manuelle,Logan,0 - 4 999,14
2085,80000,6,Diesel,Manuelle,Dokker,120 000 - 129 999,9
2086,93000,6,Diesel,Manuelle,Duster,150 000 - 159 999,11
2087,125000,6,Diesel,Manuelle,Dokker,130 000 - 139 999,5
2088,93000,6,Diesel,Manuelle,Logan,110 000 - 119 999,3
2089,80000,6,Diesel,Manuelle,Logan,170 000 - 179 999,6
2090,68000,5,Diesel,Manuelle,Logan,15 000 - 19 999,14
2091,85000,7,Diesel,Manuelle,Logan,160 000 - 169 999,8
2092,110000,6,Essence,Manuelle,Logan,25 000 - 29 999,2
